ID,Target_07_AUC,Target_07_LogLoss,Target_90_AUC,Target_90_LogLoss,Target_120_AUC,Target_120_LogLoss
ID_EV9BW4,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_0ZMKJ5,0.4758863636363636,0.2597421353670162,0.5018465909090909,0.4128127979027645,0.51559375,0.4960372378455672
ID_2FLFW9,0.0521666666666666,0.0085363636363636,0.1156249999999999,0.0189204545454545,0.1492291666666666,0.0244193181818181
ID_JWZSB8,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_EGSBUF,0.014671875,0.0132909252669039,0.03251953125,0.0160865213523131,0.041970703125,0.0344182606761565
ID_386KW2,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_XGNWIT,0.5798125,0.4976655904059041,0.7328683035714285,0.7463474400369003,0.8096975446428571,0.837954854704797
ID_N21DR9,0.0247105263157894,0.1973050234142188,0.0547697368421052,0.4755387931034483,0.0706875,0.6076385962111536
ID_I4I5V8,0.0173888888888888,0.0196795112781954,0.0385416666666666,0.0207530545112781,0.0497430555555555,0.0213215460526315
ID_FEIT34,0.31925,0.31925,0.7171875,0.7171875,0.7387901785714286,0.7387901785714286
ID_LR40OA,0.023475,0.0196795112781954,0.0520312499999999,0.0207530545112781,0.067153125,0.0213215460526315
ID_P5VCCF,0.07825,0.0196795112781954,0.1734375,0.0207530545112781,0.22384375,0.0213215460526315
ID_A8WIWZ,0.0021340909090909,0.005,0.0047301136363636,0.005,0.0061048295454545,0.0061048295454545
ID_3TKPD6,0.4758863636363636,0.2597421353670162,0.5018465909090909,0.4128127979027645,0.51559375,0.4960372378455672
ID_66ES1P,0.117375,0.1973050234142188,0.26015625,0.4755387931034483,0.335765625,0.6076385962111536
ID_IQNTQ8,0.0193826815642458,0.0193826815642458,0.1175453910614525,0.1175453910614525,0.2030338687150838,0.2030338687150838
ID_23R8H4,0.0247105263157894,0.1973050234142188,0.0547697368421052,0.4755387931034483,0.0706875,0.6076385962111536
ID_GDMWWO,0.001,0.001,0.001,0.001,0.001,0.001
ID_RGY0SF,0.2536155778894472,0.1973050234142188,0.6886463567839196,0.4755387931034483,0.8007189070351759,0.6076385962111536
ID_MKK4K2,0.0138088235294117,0.005,0.0306066176470588,0.005,0.0395018382352941,0.0061048295454545
ID_TADP25,0.7088724489795918,0.4976655904059041,0.8371492346938776,0.7463474400369003,0.9014598214285714,0.837954854704797
ID_ZA8KW1,0.0167678571428571,0.0132909252669039,0.0371651785714285,0.0160865213523131,0.0479665178571428,0.0344182606761565
ID_S0UD4R,0.0106704545454545,0.005,0.0236505681818181,0.0057177197802197,0.0305241477272727,0.0073794642857142
ID_8INR8W,0.0173888888888888,0.005,0.0385416666666666,0.005,0.0497430555555555,0.0056909427966101
ID_AUQ93S,0.2536155778894472,0.1973050234142188,0.6886463567839196,0.4755387931034483,0.8007189070351759,0.6076385962111536
ID_WN0HZJ,0.0670714285714285,0.0196795112781954,0.1486607142857142,0.0207530545112781,0.1918660714285714,0.0213215460526315
ID_XRYVTV,0.0175106870229007,0.0513452380952381,0.0596040076335877,0.0558779761904761,0.0906000954198473,0.0979608134920635
ID_7NP1XS,0.2331484848484848,0.1973050234142188,0.7153977272727273,0.4755387931034483,0.838442803030303,0.6076385962111536
ID_UZFWTA,0.1943707729468599,0.1973050234142188,0.5218372584541063,0.4755387931034483,0.6747416968599034,0.6076385962111536
ID_WS0XGI,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_7YPBJR,0.0313,0.2449166666666666,0.0693749999999999,0.6734375,0.0895375,0.72384375
ID_9XAUUT,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_BYUA3U,0.04695,0.005,0.1040624999999999,0.005,0.13430625,0.0061048295454545
ID_V88UDP,0.6725869565217392,0.4976655904059041,0.6974184782608696,0.7463474400369003,0.7105679347826086,0.837954854704797
ID_VOXA2M,0.117375,0.117375,0.26015625,0.26015625,0.335765625,0.335765625
ID_0QA8FH,0.0075289634146341,0.0075289634146341,0.0184165396341463,0.0184165396341463,0.0193386051829268,0.0193386051829268
ID_2ZQ2FN,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_ZRJO1K,0.2536155778894472,0.1973050234142188,0.6886463567839196,0.4755387931034483,0.8007189070351759,0.6076385962111536
ID_XCQTHR,0.023475,0.0196795112781954,0.0520312499999999,0.0207530545112781,0.067153125,0.0213215460526315
ID_TSFE6L,0.0173888888888888,0.005,0.0385416666666666,0.0057177197802197,0.0497430555555555,0.0073794642857142
ID_LIY7G2,0.07825,0.005,0.1734375,0.005,0.22384375,0.0061048295454545
ID_Z0QZEM,0.117375,0.1973050234142188,0.26015625,0.4755387931034483,0.335765625,0.6076385962111536
ID_A79UP6,0.02934375,0.0193826815642458,0.0650390625,0.1175453910614525,0.08394140625,0.2030338687150838
ID_SK51AQ,0.0247105263157894,0.0196795112781954,0.0547697368421052,0.0207530545112781,0.0706875,0.0213215460526315
ID_VZTHJT,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_P7UNV4,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_5PSBTG,0.0173888888888888,0.005,0.0385416666666666,0.0057177197802197,0.0497430555555555,0.0073794642857142
ID_S8VGCP,0.499016129032258,0.2731765550239234,0.7755040322580645,0.4670245215311004,0.8820342741935483,0.6500890550239234
ID_6HEEK9,0.117375,0.005,0.26015625,0.005,0.335765625,0.0056909427966101
ID_DM782K,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_0WYUZ8,0.0090288461538461,0.0075289634146341,0.0200120192307692,0.0184165396341463,0.025828125,0.0193386051829268
ID_AYCNXU,0.0335357142857142,0.0102065217391304,0.0743303571428571,0.0226222826086956,0.0959330357142857,0.0291970108695652
ID_6EII0K,0.21565,0.21565,0.2346875,0.2346875,0.4114354166666666,0.4114354166666666
ID_QF1M1M,0.1460572033898305,0.1973050234142188,0.2967823093220339,0.4755387931034483,0.4209451800847458,0.6076385962111536
ID_MPHYLH,0.2845290697674418,0.2372597765363128,0.8144258720930233,0.5644727653631286,0.8179425872093024,0.5661623603351956
ID_RE8WJQ,0.014671875,0.0132909252669039,0.03251953125,0.0160865213523131,0.041970703125,0.0344182606761565
ID_9BVDKP,0.001,0.001,0.001,0.001,0.001,0.001
ID_8D425D,0.0132909252669039,0.0132909252669039,0.0160865213523131,0.0160865213523131,0.0344182606761565,0.0344182606761565
ID_4ZIGKW,0.0276176470588235,0.1973050234142188,0.0612132352941176,0.4755387931034483,0.0790036764705882,0.6076385962111536
ID_SI5VVW,0.117375,0.1973050234142188,0.26015625,0.4755387931034483,0.335765625,0.6076385962111536
ID_LIAOL9,0.0260833333333333,0.0196795112781954,0.0578124999999999,0.0207530545112781,0.0746145833333333,0.0213215460526315
ID_9793R6,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_QVE64X,0.0132909252669039,0.0132909252669039,0.0160865213523131,0.0160865213523131,0.0344182606761565,0.0344182606761565
ID_XU21SR,0.4758863636363636,0.2731765550239234,0.5018465909090909,0.4670245215311004,0.51559375,0.6500890550239234
ID_1MP5S8,0.7088724489795918,0.4976655904059041,0.8371492346938776,0.7463474400369003,0.9014598214285714,0.837954854704797
ID_JWNQL6,0.0138088235294117,0.0132909252669039,0.0306066176470588,0.0160865213523131,0.0395018382352941,0.0344182606761565
ID_F9ZN6Q,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_2Z6RWX,0.0276176470588235,0.005,0.0612132352941176,0.005,0.0790036764705882,0.0056909427966101
ID_H17JHJ,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_8PZLDC,0.0090288461538461,0.0090288461538461,0.0200120192307692,0.0200120192307692,0.025828125,0.025828125
ID_HJQDHX,0.0586875,0.2731765550239234,0.130078125,0.4670245215311004,0.4178828125,0.6500890550239234
ID_NEEATT,0.0173888888888888,0.0196795112781954,0.0385416666666666,0.0207530545112781,0.0497430555555555,0.0213215460526315
ID_NEIDAF,0.0132909252669039,0.0132909252669039,0.0160865213523131,0.0160865213523131,0.0344182606761565,0.0344182606761565
ID_4QBNUB,0.0175106870229007,0.0513452380952381,0.0596040076335877,0.0558779761904761,0.0906000954198473,0.0979608134920635
ID_7QMP31,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_RLFZC8,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_Q5KPRX,0.0039453781512605,0.005,0.0507615546218487,0.0507615546218487,0.0533030462184873,0.0533030462184873
ID_4L9V1Q,0.0260833333333333,0.0196795112781954,0.0578124999999999,0.0207530545112781,0.0746145833333333,0.0213215460526315
ID_3EUVGD,0.02934375,0.0196795112781954,0.0650390625,0.0207530545112781,0.08394140625,0.0213215460526315
ID_J51NVU,0.0063445945945945,0.0063445945945945,0.0140624999999999,0.0140624999999999,0.0181494932432432,0.0181494932432432
ID_NWT6OW,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_UWANHL,0.327171875,0.0196795112781954,0.34501953125,0.0207530545112781,0.354470703125,0.0213215460526315
ID_8K6CF3,0.367375,0.2731765550239234,0.51015625,0.4670245215311004,0.5857656250000001,0.6500890550239234
ID_8148WA,0.0586875,0.0196795112781954,0.130078125,0.0207530545112781,0.1678828125,0.0213215460526315
ID_48UUQT,0.023475,0.0196795112781954,0.0520312499999999,0.0207530545112781,0.067153125,0.0213215460526315
ID_MRFFJI,0.0521666666666666,0.2731765550239234,0.3378472222222222,0.4670245215311004,0.3714513888888889,0.6500890550239234
ID_EH58O2,0.0092058823529411,0.0132909252669039,0.0204044117647058,0.0160865213523131,0.0263345588235294,0.0344182606761565
ID_S24KMX,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_SVD00H,0.0106704545454545,0.005,0.0236505681818181,0.0057177197802197,0.0305241477272727,0.0073794642857142
ID_A9BO2J,0.0521666666666666,0.005,0.1156249999999999,0.005,0.1492291666666666,0.0061048295454545
ID_JGDYP7,0.023475,0.0075289634146341,0.20203125,0.0184165396341463,0.217153125,0.0193386051829268
ID_LE0DQ9,0.07825,0.0196795112781954,0.1734375,0.0207530545112781,0.22384375,0.0213215460526315
ID_BSZ6EA,0.021340909090909,0.0063445945945945,0.0473011363636363,0.0140624999999999,0.0610482954545454,0.0181494932432432
ID_STZKSS,0.0361153846153846,0.1973050234142188,0.0800480769230769,0.4755387931034483,0.1033125,0.6076385962111536
ID_2MZJSX,0.1793155339805825,0.1973050234142188,0.4081614077669903,0.4755387931034483,0.682942354368932,0.6076385962111536
ID_DCRV0R,0.1577926829268292,0.1973050234142188,0.2448932926829268,0.4755387931034483,0.2522698170731707,0.6076385962111536
ID_6MB330,0.14695,0.2731765550239234,0.4040625,0.4670245215311004,0.43430625,0.6500890550239234
ID_QXB0MT,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_R2TX6U,0.0276176470588235,0.0132909252669039,0.0612132352941176,0.0160865213523131,0.0790036764705882,0.0344182606761565
ID_8XRGBS,0.00626,0.00626,0.053875,0.053875,0.0579075,0.0579075
ID_WTJZIE,0.0090288461538461,0.0090288461538461,0.0200120192307692,0.0200120192307692,0.025828125,0.025828125
ID_ZMVMTZ,0.0939,0.0939,0.2081249999999999,0.2081249999999999,0.2686125,0.2686125
ID_61CY44,0.0939,0.0939,0.2081249999999999,0.2081249999999999,0.2686125,0.2686125
ID_XMUIB6,0.1460572033898305,0.1973050234142188,0.2967823093220339,0.4755387931034483,0.4209451800847458,0.6076385962111536
ID_ZB9AZK,0.2449166666666666,0.2449166666666666,0.6734375,0.6734375,0.72384375,0.72384375
ID_20F9NX,0.0021340909090909,0.005,0.0047301136363636,0.005,0.0061048295454545,0.0061048295454545
ID_1KT700,0.3805588235294118,0.0196795112781954,0.4141544117647059,0.0207530545112781,0.6672389705882353,0.0213215460526315
ID_6K3TR9,0.1943707729468599,0.1973050234142188,0.5218372584541063,0.4755387931034483,0.6747416968599034,0.6076385962111536
ID_JQJAHR,0.117375,0.005,0.26015625,0.005,0.335765625,0.0056909427966101
ID_I4ZRQC,0.2597421353670162,0.2597421353670162,0.4128127979027645,0.4128127979027645,0.4960372378455672,0.4960372378455672
ID_4UMRGL,0.0021340909090909,0.005,0.0047301136363636,0.005,0.0061048295454545,0.0061048295454545
ID_I2WY0G,0.0670714285714285,0.0196795112781954,0.2915178571428571,0.0207530545112781,0.3347232142857143,0.0213215460526315
ID_BCV7HB,0.023475,0.0063445945945945,0.0520312499999999,0.0140624999999999,0.067153125,0.0181494932432432
ID_LX5WOL,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_SKVITD,0.2597421353670162,0.2597421353670162,0.4128127979027645,0.4128127979027645,0.4960372378455672,0.4960372378455672
ID_M48FF4,0.0223571428571428,0.005,0.0495535714285714,0.005,0.0639553571428571,0.0056909427966101
ID_VNI7QR,0.0142272727272727,0.0132909252669039,0.0315340909090909,0.0160865213523131,0.0406988636363636,0.0344182606761565
ID_W9NS8I,0.0260833333333333,0.0196795112781954,0.0578124999999999,0.0207530545112781,0.0746145833333333,0.0213215460526315
ID_JWLBYF,0.07825,0.005,0.1734375,0.005,0.22384375,0.0056909427966101
ID_UUI7AQ,0.0132909252669039,0.0132909252669039,0.0160865213523131,0.0160865213523131,0.0344182606761565,0.0344182606761565
ID_1N0KTU,0.0521666666666666,0.0085363636363636,0.1156249999999999,0.0189204545454545,0.1492291666666666,0.0244193181818181
ID_HCRZDY,0.327171875,0.0196795112781954,0.34501953125,0.0207530545112781,0.354470703125,0.0213215460526315
ID_CT6PIO,0.6224583333333333,0.3365988888888889,0.7533854166666667,0.5734236111111111,0.7785885416666667,0.7318734722222222
ID_VAV0TE,0.0132909252669039,0.0132909252669039,0.0160865213523131,0.0160865213523131,0.0344182606761565,0.0344182606761565
ID_SIVTRM,0.0247105263157894,0.0132909252669039,0.0547697368421052,0.0160865213523131,0.0706875,0.0344182606761565
ID_GNDJV2,0.0939,0.0085363636363636,0.2081249999999999,0.0189204545454545,0.2686125,0.0244193181818181
ID_8QTU1C,0.0260833333333333,0.0196795112781954,0.0578124999999999,0.0207530545112781,0.0746145833333333,0.0213215460526315
ID_09QJRP,0.0132909252669039,0.0132909252669039,0.0160865213523131,0.0160865213523131,0.0344182606761565,0.0344182606761565
ID_0IZ28E,0.117375,0.117375,0.26015625,0.26015625,0.335765625,0.335765625
ID_PRBECC,0.7088724489795918,0.4976655904059041,0.8371492346938776,0.7463474400369003,0.9014598214285714,0.837954854704797
ID_FB48NU,0.07825,0.0075289634146341,0.1734375,0.0184165396341463,0.22384375,0.0193386051829268
ID_VYAGLK,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_71H3A1,0.0276176470588235,0.005,0.0612132352941176,0.005,0.0790036764705882,0.0056909427966101
ID_N55364,0.4893899999999999,0.2597421353670162,0.5008124999999999,0.4128127979027645,0.8068612500000001,0.4960372378455672
ID_XIY76G,0.0521666666666666,0.0196795112781954,0.1156249999999999,0.0207530545112781,0.1492291666666666,0.0213215460526315
ID_6LQOQS,0.07825,0.2372597765363128,0.1734375,0.5644727653631286,0.22384375,0.5661623603351956
ID_Z8SXCR,0.0276176470588235,0.0276176470588235,0.0612132352941176,0.0612132352941176,0.0790036764705882,0.0790036764705882
ID_JBN7PH,0.001989406779661,0.005,0.0044094279661016,0.005,0.0056909427966101,0.0056909427966101
ID_SUB50P,0.4758863636363636,0.2731765550239234,0.5018465909090909,0.4670245215311004,0.51559375,0.6500890550239234
ID_RLCJUK,0.0276176470588235,0.1973050234142188,0.0612132352941176,0.4755387931034483,0.0790036764705882,0.6076385962111536
ID_06WXUX,0.0586875,0.1973050234142188,0.130078125,0.4755387931034483,0.1678828125,0.6076385962111536
ID_2TLKJK,0.7123981481481481,0.2597421353670162,0.9081597222222222,0.4128127979027645,0.9137604166666669,0.4960372378455672
ID_E8KMXB,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_R1VNGE,0.117375,0.117375,0.26015625,0.26015625,0.335765625,0.335765625
ID_WZYPJ5,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_ZL9A40,0.3338701935159587,0.3780275955229641,0.5390903807489319,0.6028717194133539,0.6540193673033425,0.7423168901968352
ID_U9F905,0.0335357142857142,0.0102065217391304,0.0743303571428571,0.0226222826086956,0.0959330357142857,0.0291970108695652
ID_O4CIH0,0.0167678571428571,0.005,0.0371651785714285,0.0507615546218487,0.0479665178571428,0.0533030462184873
ID_VHB17D,0.2597421353670162,0.2597421353670162,0.4128127979027645,0.4128127979027645,0.4960372378455672,0.4960372378455672
ID_1LN8B1,0.0670714285714285,0.0196795112781954,0.2915178571428571,0.0207530545112781,0.3347232142857143,0.0213215460526315
ID_8YZOKJ,0.81565,0.2597421353670162,0.9346875,0.4128127979027645,0.94476875,0.4960372378455672
ID_CK2KXQ,0.0090288461538461,0.0075289634146341,0.0200120192307692,0.0184165396341463,0.025828125,0.0193386051829268
ID_IPC3H3,0.0313,0.2449166666666666,0.0693749999999999,0.6734375,0.0895375,0.72384375
ID_EBC30M,0.0335357142857142,0.2449166666666666,0.0743303571428571,0.6734375,0.0959330357142857,0.72384375
ID_G4K459,0.0247105263157894,0.1973050234142188,0.0547697368421052,0.4755387931034483,0.0706875,0.6076385962111536
ID_RRVM3M,0.001,0.001,0.001,0.001,0.001,0.001
ID_RXGKUL,0.0276176470588235,0.0196795112781954,0.0612132352941176,0.0207530545112781,0.0790036764705882,0.0213215460526315
ID_EYL4OY,0.2536155778894472,0.1973050234142188,0.6886463567839196,0.4755387931034483,0.8007189070351759,0.6076385962111536
ID_AKGWAD,0.0173888888888888,0.0196795112781954,0.0385416666666666,0.0207530545112781,0.0497430555555555,0.0213215460526315
ID_DH1PB5,0.0335357142857142,0.0196795112781954,0.0743303571428571,0.0207530545112781,0.0959330357142857,0.0213215460526315
ID_D3SSFJ,0.023475,0.0075289634146341,0.20203125,0.0184165396341463,0.217153125,0.0193386051829268
ID_MI5WGF,0.0106704545454545,0.005,0.0236505681818181,0.0057177197802197,0.0305241477272727,0.0073794642857142
ID_NQ35D0,0.1943707729468599,0.1973050234142188,0.5218372584541063,0.4755387931034483,0.6747416968599034,0.6076385962111536
ID_U5JJ8V,0.039125,0.0196795112781954,0.08671875,0.0207530545112781,0.111921875,0.0213215460526315
ID_IKMV57,0.327171875,0.4976655904059041,0.68876953125,0.7463474400369003,0.916970703125,0.837954854704797
ID_TX58YN,0.0361153846153846,0.0196795112781954,0.0800480769230769,0.0207530545112781,0.1033125,0.0213215460526315
ID_80ATMA,0.0260833333333333,0.0075289634146341,0.0578124999999999,0.0184165396341463,0.0746145833333333,0.0193386051829268
ID_24S5WU,0.6408176470588235,0.4976655904059041,0.8945955882352942,0.7463474400369003,0.921683088235294,0.837954854704797
ID_RQH7N5,0.2845290697674418,0.2372597765363128,0.8144258720930233,0.5644727653631286,0.8179425872093024,0.5661623603351956
ID_229JDE,0.1460572033898305,0.1973050234142188,0.2967823093220339,0.4755387931034483,0.4209451800847458,0.6076385962111536
ID_6PIUOQ,0.023475,0.0075289634146341,0.0520312499999999,0.0184165396341463,0.067153125,0.0193386051829268
ID_B06KZ0,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_QYD6AJ,0.0167678571428571,0.005,0.0371651785714285,0.0507615546218487,0.0479665178571428,0.0533030462184873
ID_D1BKQN,0.1943707729468599,0.1973050234142188,0.5218372584541063,0.4755387931034483,0.6747416968599034,0.6076385962111536
ID_PO9M9A,0.0085363636363636,0.0085363636363636,0.0189204545454545,0.0189204545454545,0.0244193181818181,0.0244193181818181
ID_VFCEBO,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_DX7S52,0.7923235294117648,0.3401376811594203,0.8259191176470588,0.5802989130434782,0.8437095588235294,0.5846820652173913
ID_ZUWPNW,0.0175106870229007,0.0204130434782608,0.0596040076335877,0.0452445652173913,0.0906000954198473,0.0583940217391304
ID_M0H07J,0.0586875,0.005,0.130078125,0.0057177197802197,0.1678828125,0.0073794642857142
ID_LXUKER,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_DL2A6O,0.0173888888888888,0.005,0.0385416666666666,0.005,0.0497430555555555,0.0056909427966101
ID_H2XMJ6,0.0521666666666666,0.0085363636363636,0.1156249999999999,0.0189204545454545,0.1492291666666666,0.0244193181818181
ID_6AGULX,0.2845290697674418,0.2372597765363128,0.8144258720930233,0.5644727653631286,0.8179425872093024,0.5661623603351956
ID_T6VISM,0.0068043478260869,0.0132909252669039,0.0150815217391304,0.0160865213523131,0.0194646739130434,0.0344182606761565
ID_STGHZK,0.07825,0.0196795112781954,0.1734375,0.0207530545112781,0.22384375,0.0213215460526315
ID_LMZQWC,0.1460572033898305,0.1973050234142188,0.2967823093220339,0.4755387931034483,0.4209451800847458,0.6076385962111536
ID_SAKQKY,0.0247105263157894,0.0196795112781954,0.0547697368421052,0.0207530545112781,0.0706875,0.0213215460526315
ID_WKV00A,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_T9P91Z,0.0521666666666666,0.0085363636363636,0.1156249999999999,0.0189204545454545,0.1492291666666666,0.0244193181818181
ID_87620F,0.02934375,0.0193826815642458,0.0650390625,0.1175453910614525,0.08394140625,0.2030338687150838
ID_EUIBHX,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_EADH2G,0.3365988888888889,0.3365988888888889,0.5734236111111111,0.5734236111111111,0.7318734722222222,0.7318734722222222
ID_BLT196,0.001989406779661,0.005,0.0044094279661016,0.005,0.0056909427966101,0.0056909427966101
ID_XEZ0FX,0.001,0.001,0.001,0.001,0.001,0.001
ID_FZF4CD,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_LPW3EP,0.02934375,0.0196795112781954,0.0650390625,0.0207530545112781,0.08394140625,0.0213215460526315
ID_BTBN8E,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_EJG2MZ,0.0069044117647058,0.0069044117647058,0.1770680147058823,0.1770680147058823,0.181515625,0.181515625
ID_AO5BZ1,0.1973050234142188,0.1973050234142188,0.4755387931034483,0.4755387931034483,0.6076385962111536,0.6076385962111536
ID_KQ6YUL,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_NGVU0S,0.4197613636363636,0.2731765550239234,0.4327414772727272,0.4670245215311004,0.7805241477272727,0.6500890550239234
ID_VHU7OA,0.0142272727272727,0.0132909252669039,0.0315340909090909,0.0160865213523131,0.0406988636363636,0.0344182606761565
ID_7MF67R,0.0196795112781954,0.0196795112781954,0.0207530545112781,0.0207530545112781,0.0213215460526315,0.0213215460526315
ID_QNFJK3,0.039125,0.1973050234142188,0.08671875,0.4755387931034483,0.111921875,0.6076385962111536
ID_39VF8B,0.117375,0.1973050234142188,0.26015625,0.4755387931034483,0.335765625,0.6076385962111536
ID_DRTMG6,0.0092058823529411,0.0132909252669039,0.0204044117647058,0.0160865213523131,0.0263345588235294,0.0344182606761565
